month,anomaly_c,Temp_C,Temp_F
1938-03-01,0.1,14.1,57.38
1938-04-01,0.07,14.07,57.33
1938-05-01,-0.09,13.91,57.04
1938-06-01,-0.17,13.83,56.89
1938-07-01,-0.09,13.91,57.04
1938-08-01,-0.05,13.95,57.11
1938-09-01,0.01,14.01,57.22
1938-10-01,0.15,14.15,57.47
1938-11-01,0.08,14.08,57.34
1938-12-01,-0.12,13.88,56.98
1939-01-01,-0.05,13.95,57.11
1939-02-01,-0.06,13.94,57.09
1939-03-01,-0.17,13.83,56.89
1939-04-01,-0.1,13.9,57.02
1939-05-01,-0.04,13.96,57.13
1939-06-01,-0.06,13.94,57.09
1939-07-01,-0.05,13.95,57.11
1939-08-01,-0.06,13.94,57.09
1939-09-01,-0.07,13.93,57.07
1939-10-01,-0.03,13.97,57.15
1939-11-01,0.08,14.08,57.34
1939-12-01,0.43,14.43,57.97
1940-01-01,0,14,57.2
1940-02-01,0.08,14.08,57.34
1940-03-01,0.09,14.09,57.36
1940-04-01,0.18,14.18,57.52
1940-05-01,0.11,14.11,57.4
1940-06-01,0.12,14.12,57.42
1940-07-01,0.12,14.12,57.42
1940-08-01,0.07,14.07,57.33
1940-09-01,0.15,14.15,57.47
1940-10-01,0.11,14.11,57.4
1940-11-01,0.16,14.16,57.49
1940-12-01,0.31,14.31,57.76
1941-01-01,0.18,14.18,57.52
1941-02-01,0.31,14.31,57.76
1941-03-01,0.1,14.1,57.38
1941-04-01,0.16,14.16,57.49
1941-05-01,0.17,14.17,57.51
1941-06-01,0.13,14.13,57.43
1941-07-01,0.22,14.22,57.6
1941-08-01,0.15,14.15,57.47
1941-09-01,0.02,14.02,57.24
1941-10-01,0.35,14.35,57.83
1941-11-01,0.23,14.23,57.61
1941-12-01,0.22,14.22,57.6
1942-01-01,0.29,14.29,57.72
1942-02-01,0.02,14.02,57.24
1942-03-01,0.06,14.06,57.31
1942-04-01,0.09,14.09,57.36
1942-05-01,0.11,14.11,57.4
1942-06-01,0.05,14.05,57.29
1942-07-01,0,14,57.2
1942-08-01,-0.04,13.96,57.13
1942-09-01,-0.03,13.97,57.15
1942-10-01,0.02,14.02,57.24
1942-11-01,0.1,14.1,57.38
1942-12-01,0.13,14.13,57.43
1943-01-01,-0.01,13.99,57.18
1943-02-01,0.18,14.18,57.52
1943-03-01,-0.03,13.97,57.15
1943-04-01,0.11,14.11,57.4
1943-05-01,0.07,14.07,57.33
1943-06-01,-0.05,13.95,57.11
1943-07-01,0.09,14.09,57.36
1943-08-01,0.01,14.01,57.22
1943-09-01,0.05,14.05,57.29
1943-10-01,0.23,14.23,57.61
1943-11-01,0.2,14.2,57.56
1943-12-01,0.24,14.24,57.63
1944-01-01,0.36,14.36,57.85
1944-02-01,0.24,14.24,57.63
1944-03-01,0.26,14.26,57.67
1944-04-01,0.2,14.2,57.56
1944-05-01,0.2,14.2,57.56
1944-06-01,0.16,14.16,57.49
1944-07-01,0.18,14.18,57.52
1944-08-01,0.18,14.18,57.52
1944-09-01,0.28,14.28,57.7
1944-10-01,0.26,14.26,57.67
1944-11-01,0.11,14.11,57.4
1944-12-01,0.04,14.04,57.27
1945-01-01,0.1,14.1,57.38
1945-02-01,0.01,14.01,57.22
1945-03-01,0.06,14.06,57.31
1945-04-01,0.2,14.2,57.56
1945-05-01,0.06,14.06,57.31
1945-06-01,0.01,14.01,57.22
1945-07-01,0.04,14.04,57.27
1945-08-01,0.26,14.26,57.67
1945-09-01,0.2,14.2,57.56
1945-10-01,0.19,14.19,57.54
1945-11-01,0.07,14.07,57.33
1945-12-01,-0.06,13.94,57.09
1946-01-01,0.15,14.15,57.47
1946-02-01,0.03,14.03,57.25
1946-03-01,0.01,14.01,57.22
1946-04-01,0.06,14.06,57.31
1946-05-01,-0.07,13.93,57.07
1946-06-01,-0.21,13.79,56.82
1946-07-01,-0.12,13.88,56.98
1946-08-01,-0.2,13.8,56.84
1946-09-01,-0.08,13.92,57.06
1946-10-01,-0.08,13.92,57.06
1946-11-01,-0.05,13.95,57.11
1946-12-01,-0.31,13.69,56.64
1947-01-01,-0.06,13.94,57.09
1947-02-01,-0.07,13.93,57.07
1947-03-01,0.07,14.07,57.33
1947-04-01,0.06,14.06,57.31
1947-05-01,-0.02,13.98,57.16
1947-06-01,-0.01,13.99,57.18
1947-07-01,-0.04,13.96,57.13
1947-08-01,-0.07,13.93,57.07
1947-09-01,-0.12,13.88,56.98
1947-10-01,0.08,14.08,57.34
1947-11-01,0.03,14.03,57.25
1947-12-01,-0.13,13.87,56.97
1948-01-01,0.07,14.07,57.33
1948-02-01,-0.14,13.86,56.95
1948-03-01,-0.24,13.76,56.77
1948-04-01,-0.12,13.88,56.98
1948-05-01,-0.01,13.99,57.18
1948-06-01,-0.05,13.95,57.11
1948-07-01,-0.11,13.89,57
1948-08-01,-0.12,13.88,56.98
1948-09-01,-0.14,13.86,56.95
1948-10-01,-0.05,13.95,57.11
1948-11-01,-0.12,13.88,56.98
1948-12-01,-0.23,13.77,56.79
1949-01-01,0.07,14.07,57.33
1949-02-01,-0.14,13.86,56.95
1949-03-01,-0.02,13.98,57.16
1949-04-01,-0.11,13.89,57
1949-05-01,-0.1,13.9,57.02
1949-06-01,-0.27,13.73,56.71
1949-07-01,-0.13,13.87,56.97
1949-08-01,-0.13,13.87,56.97
1949-09-01,-0.15,13.85,56.93
1949-10-01,-0.07,13.93,57.07
1949-11-01,-0.1,13.9,57.02
1949-12-01,-0.18,13.82,56.88
1950-01-01,-0.26,13.74,56.73
1950-02-01,-0.27,13.73,56.71
1950-03-01,-0.07,13.93,57.07
1950-04-01,-0.21,13.79,56.82
1950-05-01,-0.11,13.89,57
1950-06-01,-0.05,13.95,57.11
1950-07-01,-0.08,13.92,57.06
1950-08-01,-0.16,13.84,56.91
1950-09-01,-0.11,13.89,57
1950-10-01,-0.2,13.8,56.84
1950-11-01,-0.34,13.66,56.59
1950-12-01,-0.21,13.79,56.82
1951-01-01,-0.34,13.66,56.59
1951-02-01,-0.41,13.59,56.46
1951-03-01,-0.2,13.8,56.84
1951-04-01,-0.14,13.86,56.95
1951-05-01,0,14,57.2
1951-06-01,-0.06,13.94,57.09
1951-07-01,-0.01,13.99,57.18
1951-08-01,0.06,14.06,57.31
1951-09-01,0.05,14.05,57.29
1951-10-01,0.08,14.08,57.34
1951-11-01,-0.01,13.99,57.18
1951-12-01,0.16,14.16,57.49
1952-01-01,0.11,14.11,57.4
1952-02-01,0.11,14.11,57.4
1952-03-01,-0.08,13.92,57.06
1952-04-01,0.04,14.04,57.27
1952-05-01,-0.03,13.97,57.15
1952-06-01,-0.03,13.97,57.15
1952-07-01,0.04,14.04,57.27
1952-08-01,0.05,14.05,57.29
1952-09-01,0.07,14.07,57.33
1952-10-01,0,14,57.2
1952-11-01,-0.13,13.87,56.97
1952-12-01,-0.02,13.98,57.16
1953-01-01,0.07,14.07,57.33
1953-02-01,0.15,14.15,57.47
1953-03-01,0.11,14.11,57.4
1953-04-01,0.19,14.19,57.54
1953-05-01,0.11,14.11,57.4
1953-06-01,0.12,14.12,57.42
1953-07-01,0.01,14.01,57.22
1953-08-01,0.05,14.05,57.29
1953-09-01,0.04,14.04,57.27
1953-10-01,0.08,14.08,57.34
1953-11-01,-0.03,13.97,57.15
1953-12-01,0.05,14.05,57.29
1954-01-01,-0.24,13.76,56.77
1954-02-01,-0.1,13.9,57.02
1954-03-01,-0.15,13.85,56.93
1954-04-01,-0.14,13.86,56.95
1954-05-01,-0.2,13.8,56.84
1954-06-01,-0.19,13.81,56.86
1954-07-01,-0.19,13.81,56.86
1954-08-01,-0.17,13.83,56.89
1954-09-01,-0.1,13.9,57.02
1954-10-01,-0.02,13.98,57.16
1954-11-01,0.08,14.08,57.34
1954-12-01,-0.18,13.82,56.88
1955-01-01,0.13,14.13,57.43
1955-02-01,-0.16,13.84,56.91
1955-03-01,-0.32,13.68,56.62
1955-04-01,-0.22,13.78,56.8
1955-05-01,-0.2,13.8,56.84
1955-06-01,-0.14,13.86,56.95
1955-07-01,-0.11,13.89,57
1955-08-01,0.02,14.02,57.24
1955-09-01,-0.11,13.89,57
1955-10-01,-0.05,13.95,57.11
1955-11-01,-0.25,13.75,56.75
1955-12-01,-0.28,13.72,56.7
1956-01-01,-0.13,13.87,56.97
1956-02-01,-0.24,13.76,56.77
1956-03-01,-0.21,13.79,56.82
1956-04-01,-0.28,13.72,56.7
1956-05-01,-0.29,13.71,56.68
1956-06-01,-0.15,13.85,56.93
1956-07-01,-0.09,13.91,57.04
1956-08-01,-0.26,13.74,56.73
1956-09-01,-0.19,13.81,56.86
1956-10-01,-0.23,13.77,56.79
1956-11-01,-0.15,13.85,56.93
1956-12-01,-0.06,13.94,57.09
1957-01-01,-0.09,13.91,57.04
1957-02-01,-0.03,13.97,57.15
1957-03-01,-0.05,13.95,57.11
1957-04-01,0,14,57.2
1957-05-01,0.09,14.09,57.36
1957-06-01,0.16,14.16,57.49
1957-07-01,0.02,14.02,57.24
1957-08-01,0.15,14.15,57.47
1957-09-01,0.09,14.09,57.36
1957-10-01,0.01,14.01,57.22
1957-11-01,0.08,14.08,57.34
1957-12-01,0.15,14.15,57.47
1958-01-01,0.39,14.39,57.9
1958-02-01,0.22,14.22,57.6
1958-03-01,0.08,14.08,57.34
1958-04-01,0.01,14.01,57.22
1958-05-01,0.06,14.06,57.31
1958-06-01,-0.08,13.92,57.06
1958-07-01,0.05,14.05,57.29
1958-08-01,-0.05,13.95,57.11
1958-09-01,-0.02,13.98,57.16
1958-10-01,0.04,14.04,57.27
1958-11-01,0.02,14.02,57.24
1958-12-01,0.01,14.01,57.22
1959-01-01,0.08,14.08,57.34
1959-02-01,0.07,14.07,57.33
1959-03-01,0.18,14.18,57.52
1959-04-01,0.16,14.16,57.49
1959-05-01,0.04,14.04,57.27
1959-06-01,0.03,14.03,57.25
1959-07-01,0.03,14.03,57.25
1959-08-01,-0.01,13.99,57.18
1959-09-01,-0.06,13.94,57.09
1959-10-01,-0.07,13.93,57.07
1959-11-01,-0.08,13.92,57.06
1959-12-01,0,14,57.2
1960-01-01,0,14,57.2
1960-02-01,0.13,14.13,57.43
1960-03-01,-0.35,13.65,56.57
1960-04-01,-0.15,13.85,56.93
1960-05-01,-0.08,13.92,57.06
1960-06-01,-0.04,13.96,57.13
1960-07-01,-0.04,13.96,57.13
1960-08-01,0.02,14.02,57.24
1960-09-01,0.07,14.07,57.33
1960-10-01,0.06,14.06,57.31
1960-11-01,-0.11,13.89,57
1960-12-01,0.19,14.19,57.54
1961-01-01,0.07,14.07,57.33
1961-02-01,0.19,14.19,57.54
1961-03-01,0.09,14.09,57.36
1961-04-01,0.13,14.13,57.43
1961-05-01,0.12,14.12,57.42
1961-06-01,0.11,14.11,57.4
1961-07-01,0.01,14.01,57.22
1961-08-01,0,14,57.2
1961-09-01,0.09,14.09,57.36
1961-10-01,0,14,57.2
1961-11-01,0.03,14.03,57.25
1961-12-01,-0.16,13.84,56.91
1962-01-01,0.05,14.05,57.29
1962-02-01,0.15,14.15,57.47
1962-03-01,0.1,14.1,57.38
1962-04-01,0.05,14.05,57.29
1962-05-01,-0.06,13.94,57.09
1962-06-01,0.03,14.03,57.25
1962-07-01,0.02,14.02,57.24
1962-08-01,-0.01,13.99,57.18
1962-09-01,0,14,57.2
1962-10-01,0.01,14.01,57.22
1962-11-01,0.06,14.06,57.31
1962-12-01,-0.03,13.97,57.15
1963-01-01,-0.03,13.97,57.15
1963-02-01,0.18,14.18,57.52
1963-03-01,-0.14,13.86,56.95
1963-04-01,-0.07,13.93,57.07
1963-05-01,-0.06,13.94,57.09
1963-06-01,0.05,14.05,57.29
1963-07-01,0.06,14.06,57.31
1963-08-01,0.22,14.22,57.6
1963-09-01,0.18,14.18,57.52
1963-10-01,0.14,14.14,57.45
1963-11-01,0.15,14.15,57.47
1963-12-01,-0.03,13.97,57.15
1964-01-01,-0.09,13.91,57.04
1964-02-01,-0.1,13.9,57.02
1964-03-01,-0.21,13.79,56.82
1964-04-01,-0.32,13.68,56.62
1964-05-01,-0.25,13.75,56.75
1964-06-01,-0.04,13.96,57.13
1964-07-01,-0.04,13.96,57.13
1964-08-01,-0.22,13.78,56.8
1964-09-01,-0.29,13.71,56.68
1964-10-01,-0.32,13.68,56.62
1964-11-01,-0.21,13.79,56.82
1964-12-01,-0.29,13.71,56.68
1965-01-01,-0.08,13.92,57.06
1965-02-01,-0.17,13.83,56.89
1965-03-01,-0.13,13.87,56.97
1965-04-01,-0.19,13.81,56.86
1965-05-01,-0.12,13.88,56.98
1965-06-01,-0.08,13.92,57.06
1965-07-01,-0.13,13.87,56.97
1965-08-01,-0.04,13.96,57.13
1965-09-01,-0.15,13.85,56.93
1965-10-01,-0.05,13.95,57.11
1965-11-01,-0.06,13.94,57.09
1965-12-01,-0.08,13.92,57.06
1966-01-01,-0.19,13.81,56.86
1966-02-01,-0.04,13.96,57.13
1966-03-01,0.03,14.03,57.25
1966-04-01,-0.13,13.87,56.97
1966-05-01,-0.12,13.88,56.98
1966-06-01,0.01,14.01,57.22
1966-07-01,0.08,14.08,57.34
1966-08-01,-0.09,13.91,57.04
1966-09-01,-0.03,13.97,57.15
1966-10-01,-0.17,13.83,56.89
1966-11-01,-0.01,13.99,57.18
1966-12-01,-0.03,13.97,57.15
1967-01-01,-0.07,13.93,57.07
1967-02-01,-0.21,13.79,56.82
1967-03-01,0.05,14.05,57.29
1967-04-01,-0.05,13.95,57.11
1967-05-01,0.12,14.12,57.42
1967-06-01,-0.08,13.92,57.06
1967-07-01,0.02,14.02,57.24
1967-08-01,0.01,14.01,57.22
1967-09-01,-0.06,13.94,57.09
1967-10-01,0.09,14.09,57.36
1967-11-01,-0.05,13.95,57.11
1967-12-01,-0.05,13.95,57.11
1968-01-01,-0.26,13.74,56.73
1968-02-01,-0.14,13.86,56.95
1968-03-01,0.2,14.2,57.56
1968-04-01,-0.06,13.94,57.09
1968-05-01,-0.14,13.86,56.95
1968-06-01,-0.09,13.91,57.04
1968-07-01,-0.13,13.87,56.97
1968-08-01,-0.09,13.91,57.04
1968-09-01,-0.19,13.81,56.86
1968-10-01,0.09,14.09,57.36
1968-11-01,-0.05,13.95,57.11
1968-12-01,-0.14,13.86,56.95
1969-01-01,-0.11,13.89,57
1969-02-01,-0.18,13.82,56.88
1969-03-01,0.01,14.01,57.22
1969-04-01,0.17,14.17,57.51
1969-05-01,0.18,14.18,57.52
1969-06-01,0.03,14.03,57.25
1969-07-01,-0.04,13.96,57.13
1969-08-01,0.04,14.04,57.27
1969-09-01,0.08,14.08,57.34
1969-10-01,0.09,14.09,57.36
1969-11-01,0.12,14.12,57.42
1969-12-01,0.24,14.24,57.63
1970-01-01,0.08,14.08,57.34
1970-02-01,0.22,14.22,57.6
1970-03-01,0.06,14.06,57.31
1970-04-01,0.05,14.05,57.29
1970-05-01,-0.03,13.97,57.15
1970-06-01,-0.03,13.97,57.15
1970-07-01,0.01,14.01,57.22
1970-08-01,-0.1,13.9,57.02
1970-09-01,0.12,14.12,57.42
1970-10-01,0.03,14.03,57.25
1970-11-01,0.02,14.02,57.24
1970-12-01,-0.12,13.88,56.98
1971-01-01,-0.03,13.97,57.15
1971-02-01,-0.15,13.85,56.93
1971-03-01,-0.18,13.82,56.88
1971-04-01,-0.07,13.93,57.07
1971-05-01,-0.05,13.95,57.11
1971-06-01,-0.16,13.84,56.91
1971-07-01,-0.08,13.92,57.06
1971-08-01,-0.01,13.99,57.18
1971-09-01,-0.06,13.94,57.09
1971-10-01,-0.04,13.96,57.13
1971-11-01,-0.07,13.93,57.07
1971-12-01,-0.08,13.92,57.06
1972-01-01,-0.22,13.78,56.8
1972-02-01,-0.18,13.82,56.88
1972-03-01,0.02,14.02,57.24
1972-04-01,0,14,57.2
1972-05-01,-0.03,13.97,57.15
1972-06-01,0.04,14.04,57.27
1972-07-01,0.01,14.01,57.22
1972-08-01,0.16,14.16,57.49
1972-09-01,0.02,14.02,57.24
1972-10-01,0.08,14.08,57.34
1972-11-01,0.02,14.02,57.24
1972-12-01,0.18,14.18,57.52
1973-01-01,0.29,14.29,57.72
1973-02-01,0.32,14.32,57.78
1973-03-01,0.29,14.29,57.72
1973-04-01,0.27,14.27,57.69
1973-05-01,0.23,14.23,57.61
1973-06-01,0.19,14.19,57.54
1973-07-01,0.12,14.12,57.42
1973-08-01,0.05,14.05,57.29
1973-09-01,0.09,14.09,57.36
1973-10-01,0.1,14.1,57.38
1973-11-01,0.04,14.04,57.27
1973-12-01,-0.07,13.93,57.07
1974-01-01,-0.1,13.9,57.02
1974-02-01,-0.27,13.73,56.71
1974-03-01,-0.05,13.95,57.11
1974-04-01,-0.11,13.89,57
1974-05-01,-0.04,13.96,57.13
1974-06-01,-0.05,13.95,57.11
1974-07-01,-0.03,13.97,57.15
1974-08-01,0.1,14.1,57.38
1974-09-01,-0.08,13.92,57.06
1974-10-01,-0.05,13.95,57.11
1974-11-01,-0.08,13.92,57.06
1974-12-01,-0.08,13.92,57.06
1975-01-01,0.1,14.1,57.38
1975-02-01,0.08,14.08,57.34
1975-03-01,0.12,14.12,57.42
1975-04-01,0.04,14.04,57.27
1975-05-01,0.16,14.16,57.49
1975-06-01,-0.01,13.99,57.18
1975-07-01,0,14,57.2
1975-08-01,-0.17,13.83,56.89
1975-09-01,-0.02,13.98,57.16
1975-10-01,-0.11,13.89,57
1975-11-01,-0.17,13.83,56.89
1975-12-01,-0.17,13.83,56.89
1976-01-01,-0.03,13.97,57.15
1976-02-01,-0.06,13.94,57.09
1976-03-01,-0.22,13.78,56.8
1976-04-01,-0.07,13.93,57.07
1976-05-01,-0.21,13.79,56.82
1976-06-01,-0.12,13.88,56.98
1976-07-01,-0.1,13.9,57.02
1976-08-01,-0.12,13.88,56.98
1976-09-01,-0.06,13.94,57.09
1976-10-01,-0.24,13.76,56.77
1976-11-01,-0.06,13.94,57.09
1976-12-01,0.11,14.11,57.4
1977-01-01,0.19,14.19,57.54
1977-02-01,0.23,14.23,57.61
1977-03-01,0.25,14.25,57.65
1977-04-01,0.26,14.26,57.67
1977-05-01,0.33,14.33,57.79
1977-06-01,0.27,14.27,57.69
1977-07-01,0.2,14.2,57.56
1977-08-01,0.18,14.18,57.52
1977-09-01,0.02,14.02,57.24
1977-10-01,0.03,14.03,57.25
1977-11-01,0.16,14.16,57.49
1977-12-01,0.03,14.03,57.25
1978-01-01,0.06,14.06,57.31
1978-02-01,0.1,14.1,57.38
1978-03-01,0.19,14.19,57.54
1978-04-01,0.17,14.17,57.51
1978-05-01,0.09,14.09,57.36
1978-06-01,-0.01,13.99,57.18
1978-07-01,0.04,14.04,57.27
1978-08-01,-0.13,13.87,56.97
1978-09-01,0.06,14.06,57.31
1978-10-01,0.03,14.03,57.25
1978-11-01,0.14,14.14,57.45
1978-12-01,0.08,14.08,57.34
1979-01-01,0.09,14.09,57.36
1979-02-01,-0.1,13.9,57.02
1979-03-01,0.19,14.19,57.54
1979-04-01,0.15,14.15,57.47
1979-05-01,0.04,14.04,57.27
1979-06-01,0.14,14.14,57.45
1979-07-01,0.04,14.04,57.27
1979-08-01,0.17,14.17,57.51
1979-09-01,0.25,14.25,57.65
1979-10-01,0.26,14.26,57.67
1979-11-01,0.28,14.28,57.7
1979-12-01,0.48,14.48,58.06
1980-01-01,0.3,14.3,57.74
1980-02-01,0.39,14.39,57.9
1980-03-01,0.3,14.3,57.74
1980-04-01,0.3,14.3,57.74
1980-05-01,0.35,14.35,57.83
1980-06-01,0.21,14.21,57.58
1980-07-01,0.22,14.22,57.6
1980-08-01,0.19,14.19,57.54
1980-09-01,0.21,14.21,57.58
1980-10-01,0.13,14.13,57.43
1980-11-01,0.3,14.3,57.74
1980-12-01,0.22,14.22,57.6
1981-01-01,0.53,14.53,58.15
1981-02-01,0.42,14.42,57.96
1981-03-01,0.48,14.48,58.06
1981-04-01,0.32,14.32,57.78
1981-05-01,0.25,14.25,57.65
1981-06-01,0.29,14.29,57.72
1981-07-01,0.32,14.32,57.78
1981-08-01,0.35,14.35,57.83
1981-09-01,0.15,14.15,57.47
1981-10-01,0.12,14.12,57.42
1981-11-01,0.23,14.23,57.61
1981-12-01,0.41,14.41,57.94
1982-01-01,0.05,14.05,57.29
1982-02-01,0.15,14.15,57.47
1982-03-01,0.03,14.03,57.25
1982-04-01,0.15,14.15,57.47
1982-05-01,0.18,14.18,57.52
1982-06-01,0.06,14.06,57.31
1982-07-01,0.15,14.15,57.47
1982-08-01,0.04,14.04,57.27
1982-09-01,0.14,14.14,57.45
1982-10-01,0.13,14.13,57.43
1982-11-01,0.18,14.18,57.52
1982-12-01,0.43,14.43,57.97
1983-01-01,0.53,14.53,58.15
1983-02-01,0.43,14.43,57.97
1983-03-01,0.42,14.42,57.96
1983-04-01,0.28,14.28,57.7
1983-05-01,0.34,14.34,57.81
1983-06-01,0.23,14.23,57.61
1983-07-01,0.18,14.18,57.52
1983-08-01,0.36,14.36,57.85
1983-09-01,0.37,14.37,57.87
1983-10-01,0.17,14.17,57.51
1983-11-01,0.3,14.3,57.74
1983-12-01,0.17,14.17,57.51
1984-01-01,0.31,14.31,57.76
1984-02-01,0.14,14.14,57.45
1984-03-01,0.26,14.26,57.67
1984-04-01,0.06,14.06,57.31
1984-05-01,0.33,14.33,57.79
1984-06-01,0.02,14.02,57.24
1984-07-01,0.19,14.19,57.54
1984-08-01,0.19,14.19,57.54
1984-09-01,0.21,14.21,57.58
1984-10-01,0.14,14.14,57.45
1984-11-01,0.07,14.07,57.33
1984-12-01,-0.04,13.96,57.13
1985-01-01,0.22,14.22,57.6
1985-02-01,-0.04,13.96,57.13
1985-03-01,0.17,14.17,57.51
1985-04-01,0.12,14.12,57.42
1985-05-01,0.14,14.14,57.45
1985-06-01,0.15,14.15,57.47
1985-07-01,0.04,14.04,57.27
1985-08-01,0.17,14.17,57.51
1985-09-01,0.13,14.13,57.43
1985-10-01,0.12,14.12,57.42
1985-11-01,0.05,14.05,57.29
1985-12-01,0.14,14.14,57.45
1986-01-01,0.26,14.26,57.67
1986-02-01,0.37,14.37,57.87
1986-03-01,0.3,14.3,57.74
1986-04-01,0.22,14.22,57.6
1986-05-01,0.21,14.21,57.58
1986-06-01,0.12,14.12,57.42
1986-07-01,0.11,14.11,57.4
1986-08-01,0.16,14.16,57.49
1986-09-01,0.03,14.03,57.25
1986-10-01,0.15,14.15,57.47
1986-11-01,0.1,14.1,57.38
1986-12-01,0.13,14.13,57.43
1987-01-01,0.32,14.32,57.78
1987-02-01,0.43,14.43,57.97
1987-03-01,0.19,14.19,57.54
1987-04-01,0.24,14.24,57.63
1987-05-01,0.26,14.26,57.67
1987-06-01,0.35,14.35,57.83
1987-07-01,0.4,14.4,57.92
1987-08-01,0.25,14.25,57.65
1987-09-01,0.35,14.35,57.83
1987-10-01,0.33,14.33,57.79
1987-11-01,0.29,14.29,57.72
1987-12-01,0.46,14.46,58.03
1988-01-01,0.57,14.57,58.23
1988-02-01,0.44,14.44,57.99
1988-03-01,0.52,14.52,58.14
1988-04-01,0.43,14.43,57.97
1988-05-01,0.44,14.44,57.99
1988-06-01,0.4,14.4,57.92
1988-07-01,0.33,14.33,57.79
1988-08-01,0.39,14.39,57.9
1988-09-01,0.37,14.37,57.87
1988-10-01,0.38,14.38,57.88
1988-11-01,0.12,14.12,57.42
1988-12-01,0.29,14.29,57.72
1989-01-01,0.13,14.13,57.43
1989-02-01,0.3,14.3,57.74
1989-03-01,0.36,14.36,57.85
1989-04-01,0.29,14.29,57.72
1989-05-01,0.17,14.17,57.51
1989-06-01,0.15,14.15,57.47
1989-07-01,0.34,14.34,57.81
1989-08-01,0.33,14.33,57.79
1989-09-01,0.34,14.34,57.81
1989-10-01,0.29,14.29,57.72
1989-11-01,0.2,14.2,57.56
1989-12-01,0.37,14.37,57.87
1990-01-01,0.41,14.41,57.94
1990-02-01,0.44,14.44,57.99
1990-03-01,0.8,14.8,58.64
1990-04-01,0.56,14.56,58.21
1990-05-01,0.46,14.46,58.03
1990-06-01,0.38,14.38,57.88
1990-07-01,0.46,14.46,58.03
1990-08-01,0.34,14.34,57.81
1990-09-01,0.23,14.23,57.61
1990-10-01,0.45,14.45,58.01
1990-11-01,0.46,14.46,58.03
1990-12-01,0.41,14.41,57.94
1991-01-01,0.43,14.43,57.97
1991-02-01,0.5,14.5,58.1
1991-03-01,0.35,14.35,57.83
1991-04-01,0.51,14.51,58.12
1991-05-01,0.34,14.34,57.81
1991-06-01,0.53,14.53,58.15
1991-07-01,0.47,14.47,58.05
1991-08-01,0.39,14.39,57.9
1991-09-01,0.44,14.44,57.99
1991-10-01,0.29,14.29,57.72
1991-11-01,0.3,14.3,57.74
1991-12-01,0.32,14.32,57.78
1992-01-01,0.48,14.48,58.06
1992-02-01,0.4,14.4,57.92
1992-03-01,0.48,14.48,58.06
1992-04-01,0.27,14.27,57.69
1992-05-01,0.31,14.31,57.76
1992-06-01,0.26,14.26,57.67
1992-07-01,0.09,14.09,57.36
1992-08-01,0.08,14.08,57.34
1992-09-01,-0.01,13.99,57.18
1992-10-01,0.06,14.06,57.31
1992-11-01,0.03,14.03,57.25
1992-12-01,0.22,14.22,57.6
1993-01-01,0.35,14.35,57.83
1993-02-01,0.37,14.37,57.87
1993-03-01,0.36,14.36,57.85
1993-04-01,0.28,14.28,57.7
1993-05-01,0.28,14.28,57.7
1993-06-01,0.23,14.23,57.61
1993-07-01,0.25,14.25,57.65
1993-08-01,0.11,14.11,57.4
1993-09-01,0.12,14.12,57.42
1993-10-01,0.23,14.23,57.61
1993-11-01,0.03,14.03,57.25
1993-12-01,0.18,14.18,57.52
1994-01-01,0.26,14.26,57.67
1994-02-01,0.03,14.03,57.25
1994-03-01,0.29,14.29,57.72
1994-04-01,0.41,14.41,57.94
1994-05-01,0.28,14.28,57.7
1994-06-01,0.44,14.44,57.99
1994-07-01,0.3,14.3,57.74
1994-08-01,0.21,14.21,57.58
1994-09-01,0.32,14.32,57.78
1994-10-01,0.42,14.42,57.96
1994-11-01,0.44,14.44,57.99
1994-12-01,0.38,14.38,57.88
1995-01-01,0.52,14.52,58.14
1995-02-01,0.79,14.79,58.62
1995-03-01,0.47,14.47,58.05
1995-04-01,0.47,14.47,58.05
1995-05-01,0.27,14.27,57.69
1995-06-01,0.43,14.43,57.97
1995-07-01,0.45,14.45,58.01
1995-08-01,0.45,14.45,58.01
1995-09-01,0.34,14.34,57.81
1995-10-01,0.47,14.47,58.05
1995-11-01,0.44,14.44,57.99
1995-12-01,0.26,14.26,57.67
1996-01-01,0.24,14.24,57.63
1996-02-01,0.46,14.46,58.03
1996-03-01,0.33,14.33,57.79
1996-04-01,0.33,14.33,57.79
1996-05-01,0.27,14.27,57.69
1996-06-01,0.29,14.29,57.72
1996-07-01,0.37,14.37,57.87
1996-08-01,0.48,14.48,58.06
1996-09-01,0.25,14.25,57.65
1996-10-01,0.2,14.2,57.56
1996-11-01,0.38,14.38,57.88
1996-12-01,0.37,14.37,57.87
1997-01-01,0.31,14.31,57.76
1997-02-01,0.41,14.41,57.94
1997-03-01,0.52,14.52,58.14
1997-04-01,0.34,14.34,57.81
1997-05-01,0.34,14.34,57.81
1997-06-01,0.55,14.55,58.19
1997-07-01,0.34,14.34,57.81
1997-08-01,0.41,14.41,57.94
1997-09-01,0.52,14.52,58.14
1997-10-01,0.61,14.61,58.3
1997-11-01,0.64,14.64,58.35
1997-12-01,0.59,14.59,58.26
1998-01-01,0.58,14.58,58.24
1998-02-01,0.88,14.88,58.78
1998-03-01,0.63,14.63,58.33
1998-04-01,0.63,14.63,58.33
1998-05-01,0.68,14.68,58.42
1998-06-01,0.77,14.77,58.59
1998-07-01,0.66,14.66,58.39
1998-08-01,0.66,14.66,58.39
