month,anomaly_c,Temp_C,Temp_F
1998-09-01,0.42,14.42,57.96
1998-10-01,0.41,14.41,57.94
1998-11-01,0.43,14.43,57.97
1998-12-01,0.55,14.55,58.19
1999-01-01,0.49,14.49,58.08
1999-02-01,0.64,14.64,58.35
1999-03-01,0.32,14.32,57.78
1999-04-01,0.32,14.32,57.78
1999-05-01,0.27,14.27,57.69
1999-06-01,0.36,14.36,57.85
1999-07-01,0.38,14.38,57.88
1999-08-01,0.32,14.32,57.78
1999-09-01,0.39,14.39,57.9
1999-10-01,0.34,14.34,57.81
1999-11-01,0.37,14.37,57.87
1999-12-01,0.41,14.41,57.94
2000-01-01,0.25,14.25,57.65
2000-02-01,0.56,14.56,58.21
2000-03-01,0.55,14.55,58.19
2000-04-01,0.57,14.57,58.23
2000-05-01,0.36,14.36,57.85
2000-06-01,0.4,14.4,57.92
2000-07-01,0.39,14.39,57.9
2000-08-01,0.43,14.43,57.97
2000-09-01,0.39,14.39,57.9
2000-10-01,0.26,14.26,57.67
2000-11-01,0.3,14.3,57.74
2000-12-01,0.28,14.28,57.7
2001-01-01,0.46,14.46,58.03
2001-02-01,0.44,14.44,57.99
2001-03-01,0.56,14.56,58.21
2001-04-01,0.5,14.5,58.1
2001-05-01,0.58,14.58,58.24
2001-06-01,0.52,14.52,58.14
2001-07-01,0.59,14.59,58.26
2001-08-01,0.49,14.49,58.08
2001-09-01,0.52,14.52,58.14
2001-10-01,0.5,14.5,58.1
2001-11-01,0.72,14.72,58.5
2001-12-01,0.56,14.56,58.21
2002-01-01,0.77,14.77,58.59
2002-02-01,0.79,14.79,58.62
2002-03-01,0.88,14.88,58.78
2002-04-01,0.58,14.58,58.24
2002-05-01,0.64,14.64,58.35
2002-06-01,0.53,14.53,58.15
2002-07-01,0.62,14.62,58.32
2002-08-01,0.53,14.53,58.15
2002-09-01,0.63,14.63,58.33
2002-10-01,0.54,14.54,58.17
2002-11-01,0.59,14.59,58.26
2002-12-01,0.44,14.44,57.99
2003-01-01,0.75,14.75,58.55
2003-02-01,0.59,14.59,58.26
2003-03-01,0.6,14.6,58.28
2003-04-01,0.55,14.55,58.19
2003-05-01,0.61,14.61,58.3
2003-06-01,0.48,14.48,58.06
2003-07-01,0.58,14.58,58.24
2003-08-01,0.65,14.65,58.37
2003-09-01,0.62,14.62,58.32
2003-10-01,0.73,14.73,58.51
2003-11-01,0.53,14.53,58.15
2003-12-01,0.75,14.75,58.55
2004-01-01,0.59,14.59,58.26
2004-02-01,0.73,14.73,58.51
2004-03-01,0.63,14.63,58.33
2004-04-01,0.61,14.61,58.3
2004-05-01,0.37,14.37,57.87
2004-06-01,0.44,14.44,57.99
2004-07-01,0.26,14.26,57.67
2004-08-01,0.46,14.46,58.03
2004-09-01,0.5,14.5,58.1
2004-10-01,0.61,14.61,58.3
2004-11-01,0.73,14.73,58.51
2004-12-01,0.51,14.51,58.12
2005-01-01,0.74,14.74,58.53
2005-02-01,0.6,14.6,58.28
2005-03-01,0.74,14.74,58.53
2005-04-01,0.67,14.67,58.41
2005-05-01,0.63,14.63,58.33
2005-06-01,0.65,14.65,58.37
2005-07-01,0.61,14.61,58.3
2005-08-01,0.6,14.6,58.28
2005-09-01,0.71,14.71,58.48
2005-10-01,0.75,14.75,58.55
2005-11-01,0.74,14.74,58.53
2005-12-01,0.68,14.68,58.42
2006-01-01,0.56,14.56,58.21
2006-02-01,0.73,14.73,58.51
2006-03-01,0.63,14.63,58.33
2006-04-01,0.47,14.47,58.05
2006-05-01,0.48,14.48,58.06
2006-06-01,0.66,14.66,58.39
2006-07-01,0.54,14.54,58.17
2006-08-01,0.71,14.71,58.48
2006-09-01,0.65,14.65,58.37
2006-10-01,0.7,14.7,58.46
2006-11-01,0.74,14.74,58.53
2006-12-01,0.79,14.79,58.62
2007-01-01,1.02,15.02,59.04
2007-02-01,0.7,14.7,58.46
2007-03-01,0.73,14.73,58.51
2007-04-01,0.77,14.77,58.59
2007-05-01,0.69,14.69,58.44
2007-06-01,0.61,14.61,58.3
2007-07-01,0.6,14.6,58.28
2007-08-01,0.6,14.6,58.28
2007-09-01,0.6,14.6,58.28
2007-10-01,0.59,14.59,58.26
2007-11-01,0.59,14.59,58.26
2007-12-01,0.5,14.5,58.1
2008-01-01,0.31,14.31,57.76
2008-02-01,0.38,14.38,57.88
2008-03-01,0.75,14.75,58.55
2008-04-01,0.54,14.54,58.17
2008-05-01,0.49,14.49,58.08
2008-06-01,0.49,14.49,58.08
2008-07-01,0.6,14.6,58.28
2008-08-01,0.46,14.46,58.03
2008-09-01,0.61,14.61,58.3
2008-10-01,0.67,14.67,58.41
2008-11-01,0.69,14.69,58.44
2008-12-01,0.54,14.54,58.17
2009-01-01,0.65,14.65,58.37
2009-02-01,0.53,14.53,58.15
2009-03-01,0.54,14.54,58.17
2009-04-01,0.61,14.61,58.3
2009-05-01,0.65,14.65,58.37
2009-06-01,0.65,14.65,58.37
2009-07-01,0.74,14.74,58.53
2009-08-01,0.69,14.69,58.44
2009-09-01,0.72,14.72,58.5
2009-10-01,0.65,14.65,58.37
2009-11-01,0.8,14.8,58.64
2009-12-01,0.68,14.68,58.42
2010-01-01,0.75,14.75,58.55
2010-02-01,0.84,14.84,58.71
2010-03-01,0.93,14.93,58.87
2010-04-01,0.85,14.85,58.73
2010-05-01,0.76,14.76,58.57
2010-06-01,0.68,14.68,58.42
2010-07-01,0.63,14.63,58.33
2010-08-01,0.67,14.67,58.41
2010-09-01,0.63,14.63,58.33
2010-10-01,0.71,14.71,58.48
2010-11-01,0.82,14.82,58.68
2010-12-01,0.45,14.45,58.01
2011-01-01,0.52,14.52,58.14
2011-02-01,0.48,14.48,58.06
2011-03-01,0.66,14.66,58.39
2011-04-01,0.65,14.65,58.37
2011-05-01,0.53,14.53,58.15
2011-06-01,0.63,14.63,58.33
2011-07-01,0.7,14.7,58.46
2011-08-01,0.75,14.75,58.55
2011-09-01,0.57,14.57,58.23
2011-10-01,0.66,14.66,58.39
2011-11-01,0.59,14.59,58.26
2011-12-01,0.61,14.61,58.3
2012-01-01,0.49,14.49,58.08
2012-02-01,0.49,14.49,58.08
2012-03-01,0.58,14.58,58.24
2012-04-01,0.73,14.73,58.51
2012-05-01,0.78,14.78,58.6
2012-06-01,0.64,14.64,58.35
2012-07-01,0.59,14.59,58.26
2012-08-01,0.65,14.65,58.37
2012-09-01,0.73,14.73,58.51
2012-10-01,0.79,14.79,58.62
2012-11-01,0.79,14.79,58.62
2012-12-01,0.54,14.54,58.17
2013-01-01,0.71,14.71,58.48
2013-02-01,0.62,14.62,58.32
2013-03-01,0.67,14.67,58.41
2013-04-01,0.54,14.54,58.17
2013-05-01,0.61,14.61,58.3
2013-06-01,0.69,14.69,58.44
2013-07-01,0.6,14.6,58.28
2013-08-01,0.69,14.69,58.44
2013-09-01,0.77,14.77,58.59
2013-10-01,0.69,14.69,58.44
2013-11-01,0.84,14.84,58.71
2013-12-01,0.7,14.7,58.46
2014-01-01,0.76,14.76,58.57
2014-02-01,0.55,14.55,58.19
2014-03-01,0.78,14.78,58.6
2014-04-01,0.8,14.8,58.64
2014-05-01,0.86,14.86,58.75
2014-06-01,0.67,14.67,58.41
2014-07-01,0.58,14.58,58.24
2014-08-01,0.83,14.83,58.69
2014-09-01,0.88,14.88,58.78
2014-10-01,0.81,14.81,58.66
2014-11-01,0.67,14.67,58.41
2014-12-01,0.78,14.78,58.6
2015-01-01,0.86,14.86,58.75
2015-02-01,0.9,14.9,58.82
2015-03-01,0.96,14.96,58.93
2015-04-01,0.76,14.76,58.57
2015-05-01,0.8,14.8,58.64
2015-06-01,0.81,14.81,58.66
2015-07-01,0.73,14.73,58.51
2015-08-01,0.8,14.8,58.64
2015-09-01,0.85,14.85,58.73
2015-10-01,1.09,15.09,59.16
2015-11-01,1.06,15.06,59.11
2015-12-01,1.16,15.16,59.29
2016-01-01,1.17,15.17,59.31
2016-02-01,1.37,15.37,59.67
2016-03-01,1.36,15.36,59.65
2016-04-01,1.1,15.1,59.18
2016-05-01,0.95,14.95,58.91
2016-06-01,0.8,14.8,58.64
2016-07-01,0.85,14.85,58.73
2016-08-01,1.02,15.02,59.04
2016-09-01,0.91,14.91,58.84
2016-10-01,0.89,14.89,58.8
2016-11-01,0.92,14.92,58.86
2016-12-01,0.86,14.86,58.75
2017-01-01,1.02,15.02,59.04
2017-02-01,1.14,15.14,59.25
2017-03-01,1.16,15.16,59.29
2017-04-01,0.94,14.94,58.89
2017-05-01,0.91,14.91,58.84
2017-06-01,0.72,14.72,58.5
2017-07-01,0.82,14.82,58.68
2017-08-01,0.87,14.87,58.77
2017-09-01,0.77,14.77,58.59
2017-10-01,0.9,14.9,58.82
2017-11-01,0.88,14.88,58.78
2017-12-01,0.93,14.93,58.87
2018-01-01,0.82,14.82,58.68
2018-02-01,0.85,14.85,58.73
2018-03-01,0.88,14.88,58.78
2018-04-01,0.89,14.89,58.8
2018-05-01,0.82,14.82,58.68
2018-06-01,0.77,14.77,58.59
2018-07-01,0.82,14.82,58.68
2018-08-01,0.76,14.76,58.57
2018-09-01,0.8,14.8,58.64
2018-10-01,1.02,15.02,59.04
2018-11-01,0.82,14.82,58.68
2018-12-01,0.91,14.91,58.84
2019-01-01,0.93,14.93,58.87
2019-02-01,0.95,14.95,58.91
2019-03-01,1.17,15.17,59.31
2019-04-01,1.01,15.01,59.02
2019-05-01,0.85,14.85,58.73
2019-06-01,0.9,14.9,58.82
2019-07-01,0.94,14.94,58.89
2019-08-01,0.95,14.95,58.91
2019-09-01,0.93,14.93,58.87
2019-10-01,1.01,15.01,59.02
2019-11-01,0.99,14.99,58.98
2019-12-01,1.09,15.09,59.16
2020-01-01,1.17,15.17,59.31
2020-02-01,1.24,15.24,59.43
2020-03-01,1.17,15.17,59.31
2020-04-01,1.13,15.13,59.23
2020-05-01,1.01,15.01,59.02
2020-06-01,0.92,14.92,58.86
2020-07-01,0.9,14.9,58.82
2020-08-01,0.87,14.87,58.77
2020-09-01,0.99,14.99,58.98
2020-10-01,0.88,14.88,58.78
2020-11-01,1.1,15.1,59.18
2020-12-01,0.81,14.81,58.66
2021-01-01,0.81,14.81,58.66
2021-02-01,0.64,14.64,58.35
2021-03-01,0.88,14.88,58.78
2021-04-01,0.75,14.75,58.55
2021-05-01,0.78,14.78,58.6
2021-06-01,0.84,14.84,58.71
2021-07-01,0.92,14.92,58.86
2021-08-01,0.82,14.82,58.68
2021-09-01,0.92,14.92,58.86
2021-10-01,1,15,59
2021-11-01,0.94,14.94,58.89
2021-12-01,0.85,14.85,58.73
2022-01-01,0.91,14.91,58.84
2022-02-01,0.89,14.89,58.8
2022-03-01,1.05,15.05,59.09
2022-04-01,0.83,14.83,58.69
2022-05-01,0.84,14.84,58.71
2022-06-01,0.92,14.92,58.86
2022-07-01,0.93,14.93,58.87
2022-08-01,0.95,14.95,58.91
2022-09-01,0.9,14.9,58.82
2022-10-01,0.97,14.97,58.95
2022-11-01,0.73,14.73,58.51
2022-12-01,0.79,14.79,58.62
2023-01-01,0.87,14.87,58.77
2023-02-01,0.98,14.98,58.96
2023-03-01,1.2,15.2,59.36
2023-04-01,1,15,59
2023-05-01,0.93,14.93,58.87
2023-06-01,1.08,15.08,59.14
2023-07-01,1.18,15.18,59.32
